program,status,object,boundary
ST2322,Constructed,ParityObservable,Dimensionless three-body observable on the exact hidden-synergy family.
ST2323,Proven,ThreeBodyMinimality,Fourier characters on the binary cube are orthogonal; parity is not a sum of one/two-body functions.
ST2324,Proven,PairInstrumentFisherZero,"All pair marginals are epsilon-independent, so their score and Fisher information vanish."
ST2325,Proven,ParityLikelihood,Y is Bernoulli on +-1 with P(Y=y)=(1+epsilon*y)/2.
ST2326,Proven,ParityFisherInformation,Direct score expectation.
ST2327,Proven,EfficientEstimator,The sample mean of parity is unbiased and reaches the Cramer-Rao variance.
ST2328,Proven bound,FiniteSampleBound,Hoeffding two-sided bound for deciding the sign when |epsilon|>=epsilon0.
ST2329,Constructed,ThreeBodyExponentialFamily,Minimal non-Gaussian extension carrying exactly the missing sufficient statistic.
ST2330,Conditional physical form,ThreeBodyGibbsHamiltonian,"A three-body Gibbs interaction realizes theta=beta*J, but beta and J are added dimensional/thermodynamic data."
ST2331,Constructed,AdaptiveLikelihoodFlow,Expected likelihood gradient has a unique stable stationary point for a supplied target epsilon_star.
ST2332,Proven,ZeroSourceInvariant,With epsilon_star=0 and theta(0)=0 the adaptive flow remains at the pair/Gaussian baseline.
ST2333,Boundary,PolarityBoundary,The sign of theta/epsilon is the same unsourced polarity problem in a minimal exact model.
ST2334,Executable specification,OperationalRecordSpec,Raw records must retain all three outcomes from one jointly prepared trial.
ST2335,Round verdict,RoundFiveVerdict,"A minimal ternary instrument and model exist, but both explicitly add the three-body statistic/source absent from strict FIN."
ST2336,Recommendation,RoundFiveRecommendation,Synthesize the two conditional routes and issue a no-new-live-frontier result for the current pair/refinement core.
