program,status,object,boundary
ST3942,Axiom,MinimumCPrinciple,Minimize C over positive tail cone.
ST3943,Proven,UniqueMinimizer,Unique t=0.
ST3944,Conditional,TruncationSelected,Yields C0 and c0.
ST3945,Axiom,MinimumTailNorm,Minimize any strictly positive tail norm.
ST3946,Proven,L1Minimum,Also selects zero.
ST3947,Proven,L2Minimum,Also selects zero.
ST3948,Boundary,MaximumEntropyFailure,Entropy of zero tail ill-posed without mass.
ST3949,No-go,NoReferenceTail,Need reference/constraint.
ST3950,No-go,PhysicalMeaning,Why nature minimizes propagation coefficient not derived.
ST3951,Positive,CausalityBenefit,Selects finite-range/local wave.
ST3952,Proven,AxiomRemoval,Remove minimization and full cone returns.
ST3953,Counterexample,AlternativePenalty,Smoothness/analytic penalties prefer nonzero tails.
ST3954,No-go,RegularizationDependence,Selection depends objective.
ST3955,Round verdict,RoundFourVerdict,Truncation is unique only under an added minimum-tail axiom.
ST3956,Recommendation,RoundFourRecommendation,Exponential local tails.
