program,status,object,boundary
ST3117,Constructed conditional,LegacySequence,q_n=K_legacy(2^n).
ST3118,Proven,LegacyEnvelope,Tail O(2^-n).
ST3119,Proven,LegacySummability,Cubic dyadic sum converges.
ST3120,Computed,LegacyLimits,"Origins 1,2,3."
ST3121,Observed,EarlyStrongCoupling,alpha_geo makes early q large.
ST3122,Observed,SignedPattern,Oscillations drive mixed feedback.
ST3123,Proven,StrictComparison,Legacy and strict limits differ strongly.
ST3124,Guardrail,KernelSplit,No identity or role transfer.
ST3125,Boundary,AmplitudeRole,alpha_geo explicit only legacy.
ST3126,Boundary,BetaRole,beta_tors tail differs from strict eta.
ST3127,No-go,NoTransfer,Cannot use legacy recurrence as strict source.
ST3128,Proven,ConditionalCommonClass,Both fall in summable dyadic class.
ST3129,Fail physical,LegacyGate,Shared convergence class is not bridge completion.
ST3130,Round verdict,RoundFourVerdict,Legacy comparison supports mathematical universality only.
ST3131,Recommendation,RoundFourRecommendation,Audit origin/refinement ratio.
