program,status,object,boundary
ST3432,Constructed,HaarBasis,Cantor Haar wavelets.
ST3433,Proven,LevelMultiplicity,Level l multiplicity 2^l.
ST3434,Defined,HierarchicalEigenlaw,lambda_l=lambda0(2rho)^l.
ST3435,Proven,PositiveOperator,"rho,lambda0 positive."
ST3436,Proven,ZeroMode,Constants zero mode.
ST3437,Proven,EigenGrowth,Eigenvalues diverge iff 2rho>1.
ST3438,Proven,CompactResolvent,Finite multiplicities plus divergence iff rho>1/2.
ST3439,Boundary,CriticalRho,rho=1/2 flat levels.
ST3440,No-go,SubcriticalFailure,rho<1/2 eigenvalues collapse.
ST3441,Defined,HeatTrace,sum_l 2^l exp(-t lambda_l).
ST3442,Proven,TraceClassCriterion,Finite for all t>0 iff rho>1/2.
ST3443,Boundary,FiniteDepthTruncation,Finite trees hide infinite-depth failure.
ST3444,Constructed,OperatorFamily,One-parameter spectral family rho>1/2.
ST3445,Round verdict,RoundOneVerdict,Compact spectral geometry excludes rho<=1/2 but not a unique rho.
ST3446,Recommendation,RoundOneRecommendation,Derive dimensions.
