program,status,object,boundary
ST1347,constructed_epistemic_claim_hierarchy,ClaimHierarchy,Prevents ideal predictions from becoming evidence.
ST1348,proven_ideal_simple_hypotheses_have_sub_one_percent_29_shot_test,IdealSimpleHypothesisTheorem,Exact binomial-tail numerical evaluation.
ST1349,proven_full_vertex_readout_has_higher_Chernoff_information,FullVertexAdvantage,Declared frozen distributions.
ST1350,strong_timing_robustness_for_base_models,TimingRobustnessVerdict,No dephasing/loss.
ST1351,proven_single_time_return_is_nonidentifying_with_free_dephasing,SingleTimeCompositeNoGo,Scalar nuisance root exists.
ST1352,strong_numerical_four_time_composite_separation_with_calibrated_clock,FourTimeCompositeEvidence,Not interval-certified minimax.
ST1353,proven_clock_calibration_is_structurally_necessary_for_claimed_composite_test,ClockCalibrationNecessity,Wide scale freedom nearly mimics curve.
ST1354,proven_no_click_accounting_is_necessary_to_detect_loss,LossAccountingNecessity,Conditional clicks erase uniform survival loss.
ST1355,constructed_executable_spec_and_fail_closed_validator,ExecutableSpec_Status,Synthetic fixtures only.
ST1356,blocked_no_apparatus_raw_nature_record_or_independent_custody,LaboratoryBoundary,Physical boundary unchanged.
ST1357,conditional_OA_makes_dual_dynamics_empirically_distinguishable_in_principle,ConditionalPhysicsMeaning,Only after preparation/clock/instrument assumptions.
ST1358,proven_protocol_discriminates_internal_channel_models_not_literal_total_annihilation,AnnihilationRelevance,Scope of relevance.
ST1359,recommended_next_programmes,RecommendedNextProgrammes,Ranked nonreplay continuation.
ST1360,installed_claim_and_research_stop_rules,ResearchStopRules,No p-hacking or channel repair.
ST1361,six_round_cycle_complete_report_required,CycleSix_ReportTrigger,No external evidence.
