program,status,object,boundary
ST4797,Classified,circulation_Objective,Declared scope.
ST4798,Audited,circulation_Input,Prior strict/legacy packets.
ST4799,Constructed,circulation,Mathematical type separated.
ST4800,Proven or inherited,circulation_CoreStatement,Within declared class.
ST4801,Recorded,circulation_ProofMechanism,Finite theorem/counterexample/functorial argument.
ST4802,Retained,circulation_PositiveContent,No overpromotion.
ST4803,Retained,circulation_Counterexample,Alternative representative or symmetry orbit.
ST4804,Passed boundary,circulation_SymmetryTest,Invariant data do not select free orbit member.
ST4805,Proven boundary,circulation_RemovalTest,Removing extra structure restores ambiguity.
ST4806,Classified,circulation_StrictStatus,Only fiber-invariant content is strict.
ST4807,Not established,circulation_PhysicalStatus,Units/OA/evidence checked separately.
ST4808,Separated,circulation_LegacyStatus,No silent role transfer.
ST4809,Installed,circulation_FalsificationRule,Reject claim if it varies in the declared fiber.
ST4810,Round verdict,circulation_RoundVerdict,Adaptive output.
ST4811,Recommendation,circulation_NextDependency,Next theme follows from this boundary.
