program,status,object,boundary
ST3162,Reconstructed,ProductRefinement,A24=A12 tensor I2+I12 tensor Bq.
ST3163,Defined,FiberGenerator,Bq.
ST3164,Proven,CoarseIsometry,R e_i=e_i tensor uniform.
ST3165,Proven,GeneratorIntertwiner,A24 R=R A12.
ST3166,Analytic consequence,HeatIntertwiner,Functional calculus.
ST3167,Analytic consequence,UnitaryIntertwiner,Functional calculus.
ST3168,Proven,UniformFiberKernel,Bq uniform=0.
ST3169,Proven no-go,FreeFiberRate,Every q>=0 preserves coarse dynamics.
ST3170,Defined,BlockLabels,"(i,b) -> 2i+b in current Kronecker order."
ST3171,Defined,CoverMap,Coarse projection forgets b.
ST3172,Proven,BaseDistance,Product base coordinate keeps d.
ST3173,Proven,LayerDistance,Fiber coordinate is separate.
ST3174,Proven,ProductGeometry,"Refinement is Z12 product two-point fiber, not Z24 cyclic subdivision."
ST3175,Round verdict,RoundOneVerdict,Current exact refinement does not define d->2d kernel sampling.
ST3176,Recommendation,RoundOneRecommendation,Audit relabelings.
