program,status,object,boundary
ST4347,Proven,ExtensionSpace,
ST4348,Proven,RestrictionMap,
ST4349,Proven,Surjectivity,
ST4350,Proven,TailKernel,
ST4351,Proven,InfiniteDimension,
ST4352,Proven,AffineFibers,
ST4353,Proven,ExactStrictPoint,
ST4354,Proven,OneExtraDatum,
ST4355,Proven,FiniteExtraData,
ST4356,Proven,StillInfiniteFiber,
ST4357,Proven,AllFiniteM,
ST4358,Proven,FullTailRequirement,
ST4359,Conditional,ParametricEscape,
ST4360,Round verdict,RoundVerdict,
ST4361,Recommendation,Next,
