program,status,object,boundary
ST2787,Proven,ScaleTheorem,Q scaling invisible without time.
ST2788,Proven,MomentTheorem,Ternary dynamics does not close to A moments.
ST2789,Proven,SpectralClockNoGo,Several natural spectral clocks.
ST2790,Proven,ArrowNoGo,Full D12 cancels odd circulation.
ST2791,Proven,OperationalTheorem,Timestamps identify c with Fisher n/c2.
ST2792,No-go,PhysicalBoundary,Calibration/seconds absent.
ST2793,Constructed,Gate,Ten rows.
ST2794,Result,GateScore,Three mathematical passes.
ST2795,Ledger,ProvenLedger,"Scale, hierarchy, Fisher."
ST2796,Ledger,ConditionalLedger,Selected spectral clock and OA.
ST2797,Ledger,RefutedLedger,Strict dimensional time arrow.
ST2798,Stop,StopRules,Do not call eigenfrequency seconds or entropy arrow polarity.
ST2799,Recommendation,HighestValueNext,Only an operational calibration event or strict scale-charged clock source can change verdict.
ST2800,Final verdict,FinalInterpretation,"FIN supplies dimensionless temporal parameters and arrow carriers, not physical time calibration or arrow selection."
ST2801,Cycle complete,CycleTrigger,Release 11.14.
