program,status,object,boundary
ST2187,Constructed,FourierBranchPair,"The branch label is a state/preparation datum, not selected by A."
ST2188,Proven,ReflectionExchange,Exact group action up to floating Fourier evaluation.
ST2189,Proven,DegenerateEnergy,Real circulant A has lambda_k=lambda_-k.
ST2190,Proven,SignedStateCurrent,A valid receiver once a chiral state is prepared.
ST2191,Proven,InvariantMixtureCancellation,The reflection-invariant state has no signed current.
ST2192,Proven,D12TwirlCancellation,Group averaging removes the branch sign.
ST2193,Proven,EquivariantChannelInvariantState,"For a D12-covariant channel Phi, g rho=rho implies g Phi(rho)=Phi(rho)."
ST2194,Proven,ThermalStateNoChirality,The Gibbs state is a function of A and is reflection invariant.
ST2195,Constructed,PitchforkBranchPair,"For dq/dt=(1-q^2)q, q=+-1 are stable and q=0 is unstable."
ST2196,Proven,SymmetricNoiseNoUniqueBranch,Reflection-symmetric initial/noise laws give equal branch probabilities by path-law symmetry.
ST2197,Refuted,BiasImportsSelector,A term h is an extra inversion-odd premise even if it makes one branch stable/preferred.
ST2198,Strong evidence,ChiralBispectrumBoundary,"Reuses the exact P2718 finite certificate; it is a receiver, not a source law."
ST2199,Bounded no-go,MemoryAreaBoundary,P3048 has a real three-point odd area but lacks strict provenance and polarity selection.
ST2200,Round verdict,RoundTwoVerdict,"State-dependent chirality exists, but every audited nonzero sign is carried by a prepared branch, chart orientation, or unselected polarity pair."
ST2201,Recommendation,RoundTwoRecommendation,Audit the actual adaptive law: an equivariant update may amplify a state but cannot create an odd source from invariant data.
