program,status,object,boundary
ST522,floating_QR_conditioned_order_rank1791,QR_Conditioned_Degree8_Pivot_Design,Exact modular checks must admit the selected order before it is used for relation lifting.
ST523,proven_QR_conditioned_five_prime_nullspace_family,QR_Conditioned_FivePrime_Nullspaces,"Conditioning changes basis representation, not the need for characteristic-zero identity checks."
ST524,conditioned_rational_reconstruction_probe_completed,Conditioned_Rational_Reconstruction,Coefficient reconstruction without exact polynomial division is not a Q-rank theorem.
ST525,conditioned_unseen_prime_replay_completed,Conditioned_Lift_UnseenPrime_Replay,Unseen finite fields are strong falsifiers but do not establish an exact Q polynomial identity.
ST526,characteristic_zero_rank_remains_open,CharacteristicZero_Rank_Closure_Status,No modular or numerical agreement is silently promoted.
ST527,proven_axiom_necessity_for_equivariant_vacuum_no_go,Equivariant_Vacuum_NoGo_Axiom_Necessity,"Necessity is for this theorem architecture, not a classification of every symmetry-breaking theory."
ST528,proven_invariant_gain_controller_constant_term_obligation,Invariant_Gain_Controller_ConstantTerm_Theorem,"A nonzero vacuum invariant could be postulated, but its value/provenance is exactly the missing source law."
ST529,proven_selector_randomization_dichotomy,Selector_Randomization_Dichotomy,The theorem sharpens the selector type; it does not supply the breaking datum.
ST530,proven_scale_source_or_conversion_axiom_dichotomy,Scale_Torsor_Source_Dichotomy,Relative ratios remain strict; absolute units do not.
ST531,proven_three_channel_spectral_response_separation,Three_Channel_Spectral_Dynamics_Separation,"Common spectral data unify calculation but not state type, environment, or physical semantics."
ST532,proven_conditional_three_model_linear_response_separation,Minimal_Three_Model_Linear_Tester,"A complex response probe is an executable mathematical specification, not a detector or event-level experiment."
ST533,proven_IR_continuation_until_new_stop,Adaptive_IR_Continuation_to_0_3_Attempt,Local uniqueness is not a global root count or physical IR scale.
ST534,consolidated_strong_candidate_first_transition_orbit_global_identity_open,Global_Transition_Consolidated_Status,Local proof plus extensive search does not replace full-simplex exclusion.
ST535,blocked_no_strict_source_selector_scale_or_global_algebra_closure,Strict_Source_and_Algebra_Admission_Gate,"No bridge/role transfer, SM/GR, L_total, or ToE closure."
ST536,blocked_no_independent_empirical_evidence,Independent_Evidence_Gate,The complete five-round cycle is local analytic/computational research.
