program,status,object,boundary
ST507,proven_five_prime_modular_nullspace_family,Five_Prime_Modular_Nullspace_Expansion,Five finite fields improve lift capacity but do not themselves prove a rational polynomial identity.
ST508,proven_five_prime_common_modular_schema,Five_Prime_Pivot_and_Replay_Audit,Canonical modular alignment is not coefficient descent to Q.
ST509,five_prime_rational_reconstruction_probe_completed,Five_Prime_Rational_Reconstruction,Even successful coefficient reconstruction is not a Q theorem before all relations are lifted and exact polynomial identities are checked.
ST510,independent_prime_lift_replay_completed,Independent_Prime_Lift_Replay,"Two unseen-prime evaluations are falsification tests, not exact characteristic-zero polynomial division."
ST511,characteristic_zero_closure_obligation_sharpened,CharacteristicZero_Closure_Obligation,No conditional dimension is promoted while exact symbolic checks are absent.
ST512,proven_deterministic_equivariant_uniform_vacuum_no_go,Deterministic_Equivariant_Vacuum_NoGo,The theorem does not forbid spontaneous symmetry breaking from fluctuations or unstable nearby states; it identifies the missing seed/source type.
ST513,proven_seed_gain_selector_resource_separation,Stochastic_Seed_Resource_Classification,The classification is structural; no strict provider for any missing resource is exported.
ST514,proven_finite_Wick_continuation_identity,Finite_Wick_Continuation_Identity,"Wick continuation is a mathematical relation between functional calculi, not a physical mechanism converting coherent events into diffusion."
ST515,proven_spectral_dephasing_interpolation_formula,Spectral_Dephasing_Interpolation,Gamma and the environment are added; dephasing is not the classical heat semigroup exp(-tA) on vertex probabilities.
ST516,proven_dephasing_classical_heat_non_equivalence,Dephasing_Is_Not_Classical_Heat,The comparison uses declared embeddings of a vertex label into quantum and classical state spaces; it does not select either as physical.
ST517,proven_conditional_noise_robust_dual_response_margin,Noise_Robust_Ideal_Dual_Tester_Bound,"This is a deterministic response bound, not a shot-noise power calculation or laboratory validation."
ST518,proven_adaptive_IR_continuation_toward_0_3,Adaptive_IR_Continuation_Toward_0_3,The result remains local and dimensionless; template failure is not a branch singularity.
ST519,proven_positive_transition_branch_curvature_on_certified_tube,Transition_Branch_Curvature_Certificate,Strict local minimality of this branch does not exclude a separate lower global orbit.
ST520,blocked_no_strict_source_selector_scale_or_Q_rank_closure,Source_Selector_Scale_Admission_Gate,"No legacy bridge/role transfer, SM/GR, L_total, or ToE closure is exported."
ST521,blocked_no_independent_empirical_evidence,Independent_Evidence_Gate,All results are local analytic/computational statements.
