program,status,object,boundary
ST3582,Reviewed,PriorClosure,"D=eta,d_w=2."
ST3583,Still axiom,AxiomD,No derivation.
ST3584,Still axiom,AxiomDw,Heat does not force it.
ST3585,Computed,SelectedPair,"r,rho."
ST3586,Proven,InternalConsistency,d_s=D=1.8 inside hierarchy.
ST3587,Proven,LongRangeConflict,Literal long-range base has d_w=.8.
ST3588,Conditional,FiniteRangeCompatibility,Finite-range base can have d_w=2.
ST3589,No-go,TwoContinuationFork,Finite strict data select neither.
ST3590,Fail,StrictSelection,No promotion to strict.
ST3591,Proven,AxiomCount,At least two semantic/dynamic premises.
ST3592,Alternative,AlternativeDsClosure,Set d_s=eta directly.
ST3593,Proven,Compactness,Selected rho>1/2.
ST3594,Positive,ConditionalValue,Coherent conditional model retained.
ST3595,Round verdict,RoundFiveVerdict,Closure survives only as one branch among inequivalent continuations.
ST3596,Recommendation,RoundFiveRecommendation,Product spectral dimensions.
