program,status,object,boundary
ST2577,Proven,StationaryRGClosure,Prior exact theta_eff formula.
ST2578,Defined,DynamicProjection,Forget top spins.
ST2579,Criterion,StrongLumpability,Bottom transition totals must be independent of hidden top.
ST2580,Constructed,HiddenTopCounterexample,"Same bottom, two top states."
ST2581,Computed exact formula,EnergyDifference,Flip energy differs.
ST2582,Proven,RateDifference,Any nonconstant detailed-balance rate sees difference.
ST2583,Proven,QZeroBoundary,At q=0 hidden top drops out.
ST2584,No-go,QNonzeroNoGo,For q nonzero generic dynamics not lumpable.
ST2585,Conditional,MemoryKernel,Projected process acquires memory.
ST2586,Conditional,StateAugmentation,Keep top/hidden state to restore Markov property.
ST2587,Proven,ThetaEffInsufficiency,Stationary theta_eff does not determine coarse kinetics.
ST2588,No-go,TwoLevelRates,Each level needs q_n and activity law.
ST2589,Gate fail,PathCoherence,No strict dynamic intertwiner.
ST2590,Round verdict,RoundFourVerdict,Stationary RG closure does not imply dynamical RG closure.
ST2591,Recommendation,RoundFourRecommendation,Compare with U/P dual channels.
