program,status,object,boundary
ST1137,constructed_exact_one_parameter_12_to_24_refinement,TwoFiber_RefinementFamily,"Family is a mathematical lift, not a strict fractal law."
ST1138,proven_exact_coarse_generator_intertwining,CoarseGenerator_Intertwiner,Coarse map sums each two-point fiber.
ST1139,proven_exact_heat_coarse_intertwining_numerically_replayed,HeatSemigroup_Intertwiner,Analytic consequence of generator intertwining.
ST1140,proven_exact_unitary_coarse_intertwining_numerically_replayed,UnitaryGroup_Intertwiner,"C is an amplitude sum, not a CPTP quantum coarse channel."
ST1141,proven_continuum_of_fiber_rates_has_identical_coarse_dynamics,FiberRate_Nonuniqueness,Reproduces the coarse operator for every q; no q selector is supplied.
ST1142,proven_hidden_fiber_connectivity_changes_without_coarse_change,KernelDimension_PhaseChange,q=0 and q>0 have different fine stationary sectors.
ST1143,proven_refined_spectrum_is_two_shifted_copies,RefinedSpectrum_Formula,Kronecker-sum construction.
ST1144,proven_coarse_map_has_12_dimensional_hidden_fiber_kernel,CoarseObserver_FiberBlindness,Blindness is relative to C.
ST1145,proven_refinement_entropy_chain_rule,Entropy_ChainRule,Classical probability candidate.
ST1146,proven_refinement_does_not_select_state_category,RefinedStateCategory_StillAmbiguous,"Each A24 again admits simplex, ray and density-state models."
ST1147,proven_both_functional_calculi_respect_declared_refinement,DualDynamics_RefinementCompatibility,"Mathematical compatibility, not physical time identification."
ST1148,proven_q_has_only_inverse_internal_time_units_until_calibrated,NoDimensionalScale_FromFiberRate,Dimensionless model.
ST1149,constructed_layers_as_internal_fibers_or_descriptions,FractalLayer_InterpretationBoundary,Interpretation consistent with one total nadsoliton but not forced.
ST1150,refinement_bridge_exact_but_nonunique_and_nonphysical,RefinementBridge_CurrentVerdict,No new strict selector or role transfer.
ST1151,recommended_ST1152_ST1166,RoundFour_Recommendation,Next round asks whether an internal observer/clock/record can select the state category.
