program,status,object,boundary
ST2997,Defined,NegativeSequence,q_n<=0.
ST2998,Proven,NegativeMonotonicity,|theta_n| decreases.
ST2999,Theorem,NegativeCriterion,Using s_n=|tanh(q_n)^3|.
ST3000,Proven,DivergentErasure,sum s_n infinite implies theta->0.
ST3001,Proven,SummableResidual,sum s_n finite leaves nonzero same-sign limit.
ST3002,Boundary,MixedSequence,Both signs.
ST3003,Proven sufficient,AbsoluteSummability,sum |r_n| finite gives finite nonzero limit.
ST3004,Boundary,ConditionalCancellation,Conditionally convergent signed effects need order/control.
ST3005,Proven,SignPreservation,Each finite map preserves theta sign.
ST3006,Constructed,AlternatingExample,q_n=(-1)^n C n^-alpha.
ST3007,Proven,OrderDependence,Noncommuting nonlinear maps make ordering relevant.
ST3008,No-go,PathDependence,Multiset of q values alone does not fix limit.
ST3009,Gate boundary,MixedGate,Mixed hierarchy needs ordered recurrence.
ST3010,Round verdict,RoundTwoVerdict,Negative divergence erases; absolute summability preserves bounded order.
ST3011,Recommendation,RoundTwoRecommendation,Power/dyadic thresholds.
