program,status,object,boundary
ST4032,Proven,ConeTheorem,Positive finite-second-moment tails.
ST4033,Proven,RangeTheorem,"C range [C0,infinity), speed [sqrtC0,infinity)."
ST4034,Conditional,MinimumTheorem,Minimum C uniquely truncates.
ST4035,No-go,MassNoGo,Tail mass budgets insufficient.
ST4036,No-go,ExponentialNoGo,"A,a free."
ST4037,No-go,CutoffNoGo,R_N free.
ST4038,No-go,PhysicalNoGo,No units/calibration.
ST4039,Constructed,Gate,Ten rows.
ST4040,Result,GateScore,Three mathematical passes.
ST4041,Ledger,ProvenLedger,Cone/range/lower bound.
ST4042,Ledger,ConditionalLedger,Minimum-tail local model.
ST4043,Ledger,RefutedLedger,Unique physical propagation.
ST4044,Recommendation,HighestValueNext,Seek a strict variational reason for minimum tail or one beyond-six datum; otherwise report only c_hat>=1.95328 within the positive local class.
ST4045,Final verdict,FinalInterpretation,Positive locality yields a sharp lower bound but no prediction of continuum speed.
ST4046,Cycle complete,CycleTrigger,Release 11.26.
