program,status,object,boundary
ST4932,Classified,evidence_custody_Objective,Declared scope.
ST4933,Audited,evidence_custody_Input,Prior strict/legacy packets.
ST4934,Constructed,evidence_custody,Mathematical type separated.
ST4935,Proven or inherited,evidence_custody_CoreStatement,Within declared class.
ST4936,Recorded,evidence_custody_ProofMechanism,Finite theorem/counterexample/functorial argument.
ST4937,Retained,evidence_custody_PositiveContent,No overpromotion.
ST4938,Retained,evidence_custody_Counterexample,Alternative representative or symmetry orbit.
ST4939,Passed boundary,evidence_custody_SymmetryTest,Invariant data do not select free orbit member.
ST4940,Proven boundary,evidence_custody_RemovalTest,Removing extra structure restores ambiguity.
ST4941,Classified,evidence_custody_StrictStatus,Only fiber-invariant content is strict.
ST4942,Not established,evidence_custody_PhysicalStatus,Units/OA/evidence checked separately.
ST4943,Separated,evidence_custody_LegacyStatus,No silent role transfer.
ST4944,Installed,evidence_custody_FalsificationRule,Reject claim if it varies in the declared fiber.
ST4945,Round verdict,evidence_custody_RoundVerdict,Adaptive output.
ST4946,Recommendation,evidence_custody_NextDependency,Next theme follows from this boundary.
