program,status,object,boundary
ST8487,Constructed,ProductRefinement,A24 product.
ST8488,Proven,FineWeights,Positive conductances.
ST8489,Constructed,FineLogMean,Log mean on every fine edge.
ST8490,Proven,FineHeatIdentity,K_p^24 logp=A24 p.
ST8491,Proven,CoarseIntertwiner,A24 R=R A12.
ST8492,Proven,HeatCompatibility,Heat semigroups intertwine.
ST8493,Boundary,StateFactorization,Coarse/fine probability maps must be declared.
ST8494,Boundary,PrismBoundary,Stationary prism RG separate configuration model.
ST8495,No-go,FiberRate,q remains free.
ST8496,No-go,PerLevelQ,q_n sequence remains free.
ST8497,Positive,MetricTransport,Mobility construction is functorial once A24 is supplied.
ST8498,Boundary,CantorLimit,Limit needs selected rho/rates.
ST8499,No-go,RefinementClock,Overall/per-level clock remains.
ST8500,Round verdict,RoundSevenVerdict,Mobility transports through refinement but does not select refinement.
ST8501,Recommendation,RoundSevenRecommendation,Configuration-state boundary.
