program,status,object,boundary
ST4782,Classified,kinetic_activity_Objective,Declared scope.
ST4783,Audited,kinetic_activity_Input,Prior strict/legacy packets.
ST4784,Constructed,kinetic_activity,Mathematical type separated.
ST4785,Proven or inherited,kinetic_activity_CoreStatement,Within declared class.
ST4786,Recorded,kinetic_activity_ProofMechanism,Finite theorem/counterexample/functorial argument.
ST4787,Retained,kinetic_activity_PositiveContent,No overpromotion.
ST4788,Retained,kinetic_activity_Counterexample,Alternative representative or symmetry orbit.
ST4789,Passed boundary,kinetic_activity_SymmetryTest,Invariant data do not select free orbit member.
ST4790,Proven boundary,kinetic_activity_RemovalTest,Removing extra structure restores ambiguity.
ST4791,Classified,kinetic_activity_StrictStatus,Only fiber-invariant content is strict.
ST4792,Not established,kinetic_activity_PhysicalStatus,Units/OA/evidence checked separately.
ST4793,Separated,kinetic_activity_LegacyStatus,No silent role transfer.
ST4794,Installed,kinetic_activity_FalsificationRule,Reject claim if it varies in the declared fiber.
ST4795,Round verdict,kinetic_activity_RoundVerdict,Adaptive output.
ST4796,Recommendation,kinetic_activity_NextDependency,Next theme follows from this boundary.
