program,status,object,boundary
ST2412,Proven,ShapeParameters,Right regular prism retains side a and height h.
ST2413,Conditional,UniformPrismCondition,h=a makes side faces square.
ST2414,Proven,FaceMetricOrbits,D3h gives triangle and square face orbits.
ST2415,Proven exact,WeightedHodgeTheorem,Union of gradient and coexact eigenvalues.
ST2416,Proven,GradientSector,Independent of face weights.
ST2417,Proven,CoexactSector,Exact.
ST2418,Conditional positive,GenericIdentifiability,Labeled coexact branches recover t and q.
ST2419,Proven,DegeneracySurfaces,Coincidences can obstruct unlabeled branch assignment.
ST2420,Proven,UnweightedPoint,t=q=1.
ST2421,Boundary,GeometryHodgeNonidentity,DEC Hodge weights need dual volumes; face areas alone do not fix them.
ST2422,Proven no-go,ScaleTorsor,Dimensionless spectra do not select a or physical units.
ST2423,Conditional,SpectralMeasurementBoundary,"Measurements can estimate supplied t,q but do not source them."
ST2424,Proven no-go,ContinuumBoundary,One finite cell has no k->0 sequence or Lorentz cone.
ST2425,Round verdict,RoundFiveVerdict,"Prism metric/Hodge parameters are identifiable conditionally, not predicted."
ST2426,Recommendation,RoundFiveRecommendation,Synthesize gate and role.
