program,status,object,boundary
ST2892,Reused,OriginalMap,Prior exact prism marginal.
ST2893,Proven algebra,ABIdentities,A-B=8sinh(q)^3; A+B=8cosh(q)^3.
ST2894,Proven,RhoSimplification,rho=(A-B)/(A+B)=tanh(q)^3.
ST2895,Proven exact,ThetaMap,theta prime=theta+atanh(tanh(q)^3 tanh(theta)).
ST2896,Proven exact,MagnetizationMap,m prime=m(1+r)/(1+r m^2).
ST2897,Computed,GridReplay,Old/new formula agreement.
ST2898,Proven,OddTheta,Map preserves theta sign for finite q.
ST2899,Proven,OddQEffect,q sign controls increment sign.
ST2900,Proven,IdentityQZero,q=0 gives identity.
ST2901,Proven,SignPreservation,No sign selection.
ST2902,Proven,Domain,"Finite theta,q map inside |m|<1."
ST2903,Proven,SmallQExpansion,increment=q^3 tanh(theta)+O(q^5).
ST2904,Theorem,ExactClosureRestated,Closed one-dimensional conditional RG.
ST2905,Round verdict,RoundOneVerdict,Prism RG is exactly a tanh-cubic feedback law.
ST2906,Recommendation,RoundOneRecommendation,Classify fixed points.
