program,status,object,boundary
ST5337,Classified,axiom_removal_Objective,Declared scope.
ST5338,Audited,axiom_removal_Input,Prior strict/legacy packets.
ST5339,Constructed,axiom_removal,Mathematical type separated.
ST5340,Proven or inherited,axiom_removal_CoreStatement,Within declared class.
ST5341,Recorded,axiom_removal_ProofMechanism,Finite theorem/counterexample/functorial argument.
ST5342,Retained,axiom_removal_PositiveContent,No overpromotion.
ST5343,Retained,axiom_removal_Counterexample,Alternative representative or symmetry orbit.
ST5344,Passed boundary,axiom_removal_SymmetryTest,Invariant data do not select free orbit member.
ST5345,Proven boundary,axiom_removal_RemovalTest,Removing extra structure restores ambiguity.
ST5346,Classified,axiom_removal_StrictStatus,Only fiber-invariant content is strict.
ST5347,Not established,axiom_removal_PhysicalStatus,Units/OA/evidence checked separately.
ST5348,Separated,axiom_removal_LegacyStatus,No silent role transfer.
ST5349,Installed,axiom_removal_FalsificationRule,Reject claim if it varies in the declared fiber.
ST5350,Round verdict,axiom_removal_RoundVerdict,Adaptive output.
ST5351,Recommendation,axiom_removal_NextDependency,Next theme follows from this boundary.
