program,status,object,boundary
ST2637,Axiom,HeatBathNormalization,r(D)+r(-D)=1.
ST2638,Conditional theorem,HeatBathUniqueness,With detailed balance this uniquely gives heat bath.
ST2639,Axiom,SymmetricProductNormalization,r(D)r(-D)=1.
ST2640,Conditional theorem,SymmetricUniqueness,Uniquely gives exp(-D/2).
ST2641,Axiom,MetropolisCap,Largest downhill acceptance equals one plus min rule.
ST2642,Conditional theorem,MetropolisUniqueness,Selects Metropolis.
ST2643,Proven,MutualIncompatibility,The three normalizations cannot all hold.
ST2644,Boundary,AttemptFrequency,Each fixes a kinetic convention/attempt frequency.
ST2645,No-go,ClockBoundary,No normalization derives seconds.
ST2646,Boundary,SmoothnessBoundary,Smoothness rejects Metropolis but not analytic h family.
ST2647,Boundary,LocalOptimalityBoundary,Variational speed criteria require a mobility/cost.
ST2648,Proven necessity,AxiomRemoval,Removing the named normalization restores h freedom.
ST2649,Repository audit,StrictSourceAudit,No strict packet exports one normalization.
ST2650,Round verdict,RoundTwoVerdict,Each canonical rule is unique only relative to its own added axiom.
ST2651,Recommendation,RoundTwoRecommendation,Prove functorial nonuniqueness.
