program,status,object,boundary
ST1512,constructed_exact_two_fiber_refined_generator,RefinedGenerator,Conditional refinement family.
ST1513,proven_heat_and_unitary_Kronecker_factorization_numerically_replayed,KroneckerSemigroupFactorization,Analytic commuting Kronecker-sum identity.
ST1514,proven_classical_coarse_node_return_equals_base_return,ClassicalCoarseReturnInvariance,Fiber summed measurement.
ST1515,proven_quantum_coarse_node_return_equals_base_return,QuantumCoarseReturnInvariance,Projector onto node0 tensor full fiber.
ST1516,proven_coarse_return_independent_of_initial_fiber_basis_state,FiberStateIndependence,Both fiber basis preparations.
ST1517,proven_coarse_OA_discriminator_is_exactly_q_blind_for_declared_refinement,QBlindCoarseProtocol,Any q>=0 by factorization/unitarity/mass.
ST1518,proven_fine_classical_fiber_return_formula,FineClassicalFiberReturn,Initial fiber basis state.
ST1519,proven_fine_quantum_fiber_return_formula,FineQuantumFiberReturn,Initial fiber basis state.
ST1520,constructed_fine_fiber_dual_dynamics_discriminator,FineDualDiscriminator,Requires fiber-resolving instrument.
ST1521,proven_refinement_numerical_replay_matches_closed_form,NumericalRefinementReplay,"q=0.37,t=0.6."
ST1522,proven_all_coarse_interval_and_statistical_certificates_transport_exactly,ProtocolCertificateTransport,Within exact lift and coarse instrument.
ST1523,refined_physical_instrument_needs_24_outcome_or_coarse_fiber_blind_calibration,RefinedDetectorRequirement,No hardware map.
ST1524,q_remains_dimensionless_relative_fiber_rate_without_new_scale_source,RefinementScaleBoundary,Refinement does not fix CA.
ST1525,refinement_preserves_coarse_test_but_adds_optional_fine_test_not_new_ontology,RoundFive_Verdict,Conditional result.
ST1526,recommended_ST1527_ST1541,RoundFive_Recommendation,Final synthesis and Release 11.00.
