program,status,object,boundary
ST4017,Required,LowKMeasurement,Estimate lambda/k2.
ST4018,Required,MultipleSizes,N growth.
ST4019,Conditional,SecondMomentEstimate,Infer C.
ST4020,Conditional,PropagationFront,Infer c_hat.
ST4021,Required,TailMassProbe,Direct long-distance response.
ST4022,Decisive,BeyondSixCouplings,Measure d>=7.
ST4023,Required,CutoffTest,Vary effective range.
ST4024,Conditional,ExponentialFit,"Fit A,a."
ST4025,Boundary,ModelSelection,Needs preregistered candidate classes.
ST4026,Missing,TimestampCalibration,Physical time.
ST4027,Boundary,NuisanceParameters,Finite-size and detector errors.
ST4028,Required,Holdout,Prevent tail retuning.
ST4029,No-go,SyntheticBoundary,Local simulations are not evidence.
ST4030,Round verdict,RoundNineVerdict,Positive local cone is experimentally distinguishable but currently unobserved.
ST4031,Recommendation,RoundNineRecommendation,Synthesis.
