program,status,object,boundary
ST3972,Constructed,FiniteRangeTail,t_d>=0 for 7<=d<=R.
ST3973,Parameter,CutoffR,Integer R>=6.
ST3974,Proven,WeightSimplex,Finite-dimensional positive orthant.
ST3975,Proven,CoefficientInterval,C=C0+weighted sum.
ST3976,Boundary,R6Truncation,R=6 zero tail.
ST3977,Constructed,R7Extension,One t7 parameter.
ST3978,Proven,GrowingR,Degrees grow with R.
ST3979,No-go,RefinementCutoff,Refinement needs R_N law.
ST3980,No-go,SupportSelection,Finite C12 does not select R.
ST3981,Positive,GraphLocality,Every fixed R admits finite-range cone bounds.
ST3982,Boundary,ConeBounds,Speed still variable for weights.
ST3983,Proven,LimitRInfinity,Approaches infinite cone.
ST3984,Fail,CutoffGate,No strict cutoff source.
ST3985,Round verdict,RoundSixVerdict,"Finite range is a family, not one continuum."
ST3986,Recommendation,RoundSixRecommendation,Legacy comparison.
