program,status,object,boundary
ST3042,Proven,StrictEtaDatum,Strict kernel has eta=1.8.
ST3043,Proven,DifferentSemanticType,Eta controls spatial damping d^eta; q_n controls interlayer coupling.
ST3044,Conditional,CandidateBridge,q_n=q0 2^-eta n.
ST3045,No-go,ExponentTransfer,No theorem maps spatial exponent to layer recurrence.
ST3046,No-go,AmplitudeQ0,q0 remains free.
ST3047,No-go,LevelIndex,Definition of n/layer spacing remains supplied.
ST3048,Boundary,LengthScale,No physical length per level.
ST3049,Boundary,LegacyBetaBoundary,"Legacy beta_tors is linear damping, not q0."
ST3050,No-go,RoleTransferBoundary,No legacy physical role transfers.
ST3051,Proven counterfamily,AlternativeDecays,Many exponential/power decays meet theorem.
ST3052,Proven,SameBoundednessClass,Boundedness cannot select eta=1.8 among exponential laws.
ST3053,Gate fail,BridgeGate,"Candidate is compatible, not derived."
ST3054,Source no-go,SourceNoGo,No strict q_n recurrence.
ST3055,Round verdict,RoundFiveVerdict,Strict eta cannot silently source the refinement hierarchy.
ST3056,Recommendation,RoundFiveRecommendation,Synthesize.
