program,status,object,boundary
ST8412,Proven,MeanIdentity,"Lambda(a,b)(loga-logb)=a-b."
ST8413,Proven,EdgeFluxIdentity,c_ij gradient difference=W_ij(p_i-p_j).
ST8414,Proven,OperatorIdentity,K_p logp=A p.
ST8415,Proven,GradientFlow,p_dot=-K_p gradH.
ST8416,Proven,HeatEquation,Equals p_dot=-A p.
ST8417,Computed,NumericalReplay,Nonuniform 12-state p.
ST8418,Computed,Residual,Infinity residual.
ST8419,Proven,MassConservation,1^T p constant.
ST8420,Proven,EntropyDissipation,dH/dt=-(logp)^T A p<=0.
ST8421,Proven,DirichletEntropyProduction,Sum W_ij(p_i-p_j)(logp_i-logp_j)/2.
ST8422,Proven,StationaryUniform,Connected graph.
ST8423,Proven,StrictConvexityOnSimplex,Unique entropy minimum uniform.
ST8424,Proven,FiniteGlobalFlow,Heat semigroup preserves simplex.
ST8425,Round verdict,RoundTwoVerdict,Strict heat is exactly Shannon gradient flow in this metric.
ST8426,Recommendation,RoundTwoRecommendation,Uniqueness.
