program,status,object,boundary
ST3147,Conditional,CandidateTheorem,q_n=K_strict(2^n) explicit.
ST3148,Proven,SummabilityTheorem,Dyadic tail bounded for eta>0.
ST3149,Computed,NumericalLimit,theta_inf=.32668864347458015.
ST3150,No-go,DomainObstruction,n>=3 outside frozen Z12 distances.
ST3151,No-go,ScaleObstruction,"a,r and physical layer mapping absent."
ST3152,Guardrail,LegacyBoundary,Legacy comparison no role transfer.
ST3153,No-go,UniversalityBoundary,Convergence class does not select recurrence.
ST3154,Constructed,Gate,Ten rows.
ST3155,Result,GateScore,Three mathematical passes.
ST3156,Ledger,ProvenLedger,Recurrence/convergence/boundedness.
ST3157,Ledger,ConditionalLedger,Infinite extension and dyadic map.
ST3158,Ledger,RefutedLedger,Strict/physical hierarchy source.
ST3159,Recommendation,HighestValueNext,Derive a typed layer-to-distance embedding from FIN refinement; otherwise retain recurrence as conditional model.
ST3160,Final verdict,FinalInterpretation,"Strict kernel shape can regularize a dyadic hierarchy, but does not define the hierarchy domain or scale map."
ST3161,Cycle complete,CycleTrigger,Release 11.18.
