program,status,object,boundary
ST1392,proven_frozen_base_return_gap,BaseGap,Float replay of exact model formulas.
ST1393,proven_common_uniform_source_contamination_shrinks_gap_linearly,CommonUniformPreparationContamination,Uniform state is stationary for both declared channels.
ST1394,proven_independent_return_probability_errors_reduce_gap_by_at_most_two_epsilon,IndependentPreparationTVBound,Triangle inequality.
ST1395,proven_adversarial_preparation_identifiability_threshold,PreparationIdentifiabilityThreshold,Binary return only.
ST1396,constructed_binary_detector_confusion_channel,BinaryDetectorConfusionMap,Common calibrated rates.
ST1397,proven_known_common_detector_confusion_scales_gap,KnownConfusionGap,Invertible when a+b!=1.
ST1398,proven_independent_unknown_detector_bias_has_D_minus_2delta_bound,UnknownDetectorErrorBound,Worst-case scalar probability errors.
ST1399,constructed_combined_adversarial_error_budget,CombinedAdversarialErrorBound,Simple additive worst-case budget.
ST1400,proven_ten_percent_common_uniform_preparation_retains_large_gap,TenPercentCommonContamination,Common contamination model.
ST1401,proven_known_uniform_loss_preserves_conditional_vertex_distribution,KnownUniformLoss,No-click probability remains informative.
ST1402,proven_unknown_uniform_loss_is_unidentifiable_if_no_clicks_discarded,UnknownLossNoClick,Postselection obstruction.
ST1403,constructed_vertex_dependent_efficiency_as_higher_risk_nuisance,VertexDependentEfficiency,Not covered by scalar loss model.
ST1404,constructed_OA_calibration_responsibility_matrix,RobustnessResponsibilityMatrix,Separates assumptions from predictions.
ST1405,base_discriminator_has_explicit_positive_error_budgets_but_not_complete_hardware_robustness,RoundThree_Verdict,No apparatus characterization.
ST1406,recommended_ST1407_ST1421,RoundThree_Recommendation,Use the full vertex likelihood and symmetry-reduced sufficient statistic.
