program,status,object,boundary
ST4827,Classified,unit_torsor_Objective,Declared scope.
ST4828,Audited,unit_torsor_Input,Prior strict/legacy packets.
ST4829,Constructed,unit_torsor,Mathematical type separated.
ST4830,Proven or inherited,unit_torsor_CoreStatement,Within declared class.
ST4831,Recorded,unit_torsor_ProofMechanism,Finite theorem/counterexample/functorial argument.
ST4832,Retained,unit_torsor_PositiveContent,No overpromotion.
ST4833,Retained,unit_torsor_Counterexample,Alternative representative or symmetry orbit.
ST4834,Passed boundary,unit_torsor_SymmetryTest,Invariant data do not select free orbit member.
ST4835,Proven boundary,unit_torsor_RemovalTest,Removing extra structure restores ambiguity.
ST4836,Classified,unit_torsor_StrictStatus,Only fiber-invariant content is strict.
ST4837,Not established,unit_torsor_PhysicalStatus,Units/OA/evidence checked separately.
ST4838,Separated,unit_torsor_LegacyStatus,No silent role transfer.
ST4839,Installed,unit_torsor_FalsificationRule,Reject claim if it varies in the declared fiber.
ST4840,Round verdict,unit_torsor_RoundVerdict,Adaptive output.
ST4841,Recommendation,unit_torsor_NextDependency,Next theme follows from this boundary.
