program,status,object,boundary
ST5367,Classified,decisive_frontier_Objective,Declared scope.
ST5368,Audited,decisive_frontier_Input,Prior strict/legacy packets.
ST5369,Constructed,decisive_frontier,Mathematical type separated.
ST5370,Proven or inherited,decisive_frontier_CoreStatement,Within declared class.
ST5371,Recorded,decisive_frontier_ProofMechanism,Finite theorem/counterexample/functorial argument.
ST5372,Retained,decisive_frontier_PositiveContent,No overpromotion.
ST5373,Retained,decisive_frontier_Counterexample,Alternative representative or symmetry orbit.
ST5374,Passed boundary,decisive_frontier_SymmetryTest,Invariant data do not select free orbit member.
ST5375,Proven boundary,decisive_frontier_RemovalTest,Removing extra structure restores ambiguity.
ST5376,Classified,decisive_frontier_StrictStatus,Only fiber-invariant content is strict.
ST5377,Not established,decisive_frontier_PhysicalStatus,Units/OA/evidence checked separately.
ST5378,Separated,decisive_frontier_LegacyStatus,No silent role transfer.
ST5379,Installed,decisive_frontier_FalsificationRule,Reject claim if it varies in the declared fiber.
ST5380,Round verdict,decisive_frontier_RoundVerdict,Adaptive output.
ST5381,Recommendation,decisive_frontier_NextDependency,Next theme follows from this boundary.
