program,status,object,boundary
ST3537,Conditional,LongRangeContinuation,J(n)~n^-eta on Z.
ST3538,Proven,SymbolFormula,lambda(k)=2sum J(n)(1-cos kn).
ST3539,Proven,FractionalOrder,"For 1<eta<3, lambda~|k|^(eta-1)."
ST3540,Computed,Eta18Order,alpha=.8.
ST3541,Computed,NumericalReplay,200000 terms.
ST3542,Computed,SlopeResidual,Against .8.
ST3543,Conditional,FiniteRangeAlternative,Finite-range continuation.
ST3544,Proven,FiniteRangeOrder,lambda~k^2.
ST3545,No-go,ContinuationNonuniqueness,Same finite C12 data admit both classes.
ST3546,Proven,HeatScaling,Stable heat scaling x~t^(1/alpha).
ST3547,Proven,WalkExponentLR,d_w=alpha=.8 in long-range class.
ST3548,Proven,SpectralDimensionLR,d_s=2/alpha=2.5.
ST3549,No-go,FiniteC12Boundary,Finite C12 has no k->0 sequence.
ST3550,Round verdict,RoundTwoVerdict,"Eta=1.8 implies fractional order .8, not spatial dimension 1.8, in the literal long-range class."
ST3551,Recommendation,RoundTwoRecommendation,Dual wave/unitary consequences.
