program,status,object,boundary
ST2697,Proven,ReversibleTheorem,r=e^-D/2 h even positive.
ST2698,Proven conditional,NormalizationTheorems,Named rules need distinct axioms.
ST2699,Proven,FunctorNoGo,Current naturality leaves counterfunctors.
ST2700,Proven,CirculationTheorem,20481 current dimensions before symmetry.
ST2701,Proven,ArrowNoGo,J signs paired.
ST2702,Proven,DynamicRGNoGo,Stationary closure not lumpability.
ST2703,No-go,PhysicalNoGo,Clock/bath/units/OA absent.
ST2704,Constructed,Gate,Ten rows.
ST2705,Result,GateScore,Three mathematical passes.
ST2706,Ledger,ProvenLedger,Complete kinetic classification in declared local classes.
ST2707,Ledger,ConditionalLedger,Any selected h/current/prior.
ST2708,Ledger,RefutedLedger,Unique strict physical dynamics.
ST2709,Recommendation,HighestValueNext,Search for a strict nonequilibrium resource/clock; otherwise preserve kinetic impossibility theorem.
ST2710,Final verdict,FinalInterpretation,Equilibrium FIN cannot select kinetics or time arrow from state information alone.
ST2711,Cycle complete,CycleTrigger,Release 11.13.
