program,status,object,boundary
ST8517,Proven,InternalTime,Heat parameter t dimensionless.
ST8518,No-go,RateMultiplier,cK_p gives cA and free rate scale.
ST8519,Missing,PhysicalClock,Seconds.
ST8520,Missing,LengthScale,Metres.
ST8521,Missing,Temperature,Kelvin/bath.
ST8522,Missing,KB,Boltzmann conversion.
ST8523,Missing,EnergyScale,Joules.
ST8524,Boundary,EntropyUnits,Shannon nats are dimensionless.
ST8525,Missing,Preparation,Physical state preparation.
ST8526,Missing,Instrument,Vertex-resolving instrument.
ST8527,Conditional,WaitingTimes,Timed transitions estimate c.
ST8528,No-go,Calibration,Calibration not internal.
ST8529,No-go,Evidence,No laboratory record.
ST8530,Round verdict,RoundNineVerdict,Mathematical mobility does not create dimensional physics.
ST8531,Recommendation,RoundNineRecommendation,Synthesis.
