program,status,object,boundary
ST4677,Classified,tail_fiber_Objective,Declared scope.
ST4678,Audited,tail_fiber_Input,Prior strict/legacy packets.
ST4679,Constructed,tail_fiber,Mathematical type separated.
ST4680,Proven or inherited,tail_fiber_CoreStatement,Within declared class.
ST4681,Recorded,tail_fiber_ProofMechanism,Finite theorem/counterexample/functorial argument.
ST4682,Retained,tail_fiber_PositiveContent,No overpromotion.
ST4683,Retained,tail_fiber_Counterexample,Alternative representative or symmetry orbit.
ST4684,Passed boundary,tail_fiber_SymmetryTest,Invariant data do not select free orbit member.
ST4685,Proven boundary,tail_fiber_RemovalTest,Removing extra structure restores ambiguity.
ST4686,Classified,tail_fiber_StrictStatus,Only fiber-invariant content is strict.
ST4687,Not established,tail_fiber_PhysicalStatus,Units/OA/evidence checked separately.
ST4688,Separated,tail_fiber_LegacyStatus,No silent role transfer.
ST4689,Installed,tail_fiber_FalsificationRule,Reject claim if it varies in the declared fiber.
ST4690,Round verdict,tail_fiber_RoundVerdict,Adaptive output.
ST4691,Recommendation,tail_fiber_NextDependency,Next theme follows from this boundary.
