program,status,object,boundary
ST1977,constructed_six_round_proven_refuted_conditional_ledger,SixRoundLedger,Adaptive synthesis.
ST1978,proven_automorphism_topology_and_minimality_do_not_select_unique_base_face_set,AutomorphismFaceSetNoGo,At least 338 inclusion-minimal GF2 full-rank candidates.
ST1979,proven_positive_natural_face_measure_remains_high_dimensional_even_after_complex_choice,NaturalMeasureNoGo,Rplus orbit cone and rank-five explicit rules.
ST1980,proven_support_only_flag_complex_is_not_exact_refinement_functor,FlagRefinementNoGo,H1 jumps 0 to11; product squares required.
ST1981,proven_finite_or_freely_refined_heat_trace_does_not_select_3plus1_dimension_or_Lorentz_Maxwell_scaling,ContinuumDimensionNoGo,q_l/face/length freedom.
ST1982,constructed_relative_product_cellular_functor_given_base_complex_and_typed_refinement_map,RelativeProductCellPositiveResult,Lift faces and add edge-times-interval squares.
ST1983,conditional_Wilson_action_is_positive_and_gauge_invariant_but_face_weights_scale_and_group_remain_unsourced,GaugeActionStatus,No strict gauge dynamics.
ST1984,constructed_updated_cellular_refinement_gate,UpdatedCellularGate,Seven strict rows.
ST1985,proven_current_strict_repository_passes_zero_complete_cellular_gate_rows,CurrentGateScore,Conditional product functor is partial only.
ST1986,constructed_post_no_go_route_ranking,RouteRanking,"Strategic estimates, not empirical probabilities."
ST1987,selected_highest_value_next_theorem_as_energy_preserving_Hodge_measure_classification_under_refinement,HighestValueNextTheorem,May yield uniqueness or decisive no-go.
ST1988,constructed_immediate_falsification_order,FalsificationOrder,Stop early.
ST1989,strict_core_freeze_no_support_threshold_clique_or_product_history_may_be_silently_called_spacetime,NoNewPhysicsBoundary,No new physics by assumption.
ST1990,final_interpretation_conditional_gauge_matter_survives_but_unique_gauge_geometry_and_continuum_are_not_derived,FinalInterpretation,FIN remains finite Dirichlet spectral information geometry.
ST1991,six_round_cycle_complete_report_required,CycleSixReportTrigger,Release 11.05.
