program,status,object,boundary
ST2352,Defined,PrismDefinition,A right regular triangular prism has equilateral bases; height h remains free. The uniform prism additionally sets h=a.
ST2353,Proven geometry,ExactCoordinates,Coordinates use side a and height h; h=a makes all nine edges equal and side faces square.
ST2354,Proven product structure,ProductCellDecomposition,Exact cell counts of filled triangle times interval.
ST2355,Constructed exact,OrientedIncidence,Integral primitive incidence with outward face orientations.
ST2356,Proven exact,ChainIdentity,Boundary of a boundary vanishes.
ST2357,Proven exact,BoundaryHomology,The five-face boundary complex is a cellulation of S2.
ST2358,Proven exact,SolidHomology,Adding the one prism volume fills S2 and gives a 3-ball.
ST2359,Proven exact,GraphSpectrum,Prism graph is C3 Cartesian-product K2; eigenvalues are additive under the product.
ST2360,Proven exact,UnweightedHodgeSpectrum,Unweighted cellular one-form Hodge Laplacian.
ST2361,Proven exact,WeightedHodgeSpectrum,D3h-natural face weights leave two positive moduli: t on triangles and q on squares.
ST2362,Proven no-go,SymmetryAndSelector,D3h has order 12 and includes base exchange/reflection. It preserves a two-orbit face split and cannot choose top over bottom.
ST2363,Conditional positive / exhaustive no-selector,FINRefinementRole,"For every selected base triangle, product incidence supplies lifted cells; exhaustive strict-W scoring does not choose a unique global prism."
ST2364,Conditional positive,TernaryTransportRole,Triangle data may be transported between layers; square faces carry edge-pair transport. No new connected third cumulant is created.
ST2365,Boundary,PhysicalScaleBoundary,Geometry retains aspect ratio h/a and overall scale a; the cellular Hodge model retains t/q.
ST2366,Final verdict,FinalPrismVerdict,"The triangular prism is the correct local refinement cell and repairs conditional product-cell bookkeeping, but it does not source the base face, layer arrow, ternary law, Hodge ratio, scale or physics."
