program,status,object,boundary
ST3252,Constructed,BinaryTree,Rooted binary refinement tree.
ST3253,Proven,DepthNLeaves,2^N leaves.
ST3254,Defined,PrefixLength,Longest common prefix.
ST3255,Defined,PrefixDistance,"d_r(x,y)=r^-lcp, r>1."
ST3256,Proven,MetricPositivity,Metric axioms.
ST3257,Proven,Symmetry,Fiber swaps act isometrically.
ST3258,Proven,UltrametricInequality,"d(x,z)<=max(d(x,y),d(y,z))."
ST3259,Computed exhaustive subset,FiniteReplay,No violation.
ST3260,Proven,Completion,Infinite sequence completion.
ST3261,Proven,CantorBoundary,Boundary homeomorphic to Cantor space.
ST3262,Proven,SelfSimilarity,Each cylinder has two scaled copies.
ST3263,Proven,TopologyIndependence,All r>1 give same topology.
ST3264,No-go,MetricParameter,Refinement topology does not select r.
ST3265,Round verdict,RoundOneVerdict,A canonical topological layer space exists with a metric modulus.
ST3266,Recommendation,RoundOneRecommendation,Measure/dimension.
