program,status,object,boundary
ST4707,Classified,hodge_fiber_Objective,Declared scope.
ST4708,Audited,hodge_fiber_Input,Prior strict/legacy packets.
ST4709,Constructed,hodge_fiber,Mathematical type separated.
ST4710,Proven or inherited,hodge_fiber_CoreStatement,Within declared class.
ST4711,Recorded,hodge_fiber_ProofMechanism,Finite theorem/counterexample/functorial argument.
ST4712,Retained,hodge_fiber_PositiveContent,No overpromotion.
ST4713,Retained,hodge_fiber_Counterexample,Alternative representative or symmetry orbit.
ST4714,Passed boundary,hodge_fiber_SymmetryTest,Invariant data do not select free orbit member.
ST4715,Proven boundary,hodge_fiber_RemovalTest,Removing extra structure restores ambiguity.
ST4716,Classified,hodge_fiber_StrictStatus,Only fiber-invariant content is strict.
ST4717,Not established,hodge_fiber_PhysicalStatus,Units/OA/evidence checked separately.
ST4718,Separated,hodge_fiber_LegacyStatus,No silent role transfer.
ST4719,Installed,hodge_fiber_FalsificationRule,Reject claim if it varies in the declared fiber.
ST4720,Round verdict,hodge_fiber_RoundVerdict,Adaptive output.
ST4721,Recommendation,hodge_fiber_NextDependency,Next theme follows from this boundary.
