program,status,object,boundary
ST1557,constructed_continuous_bidirectional_KL_minimax_problem,ContinuousMinimaxProblem,Frozen decimal spectrum and nuisance rectangle.
ST1558,solved_fine_training_grid_LP,TrainingLP,Finite grid only.
ST1559,constructed_two_endpoint_candidate_weights,CandidateWeights,From fine LP.
ST1560,proven_analytic_KL_lower_over_probability_rectangles,AdaptiveKLRectangleBound,Joint convexity; nearest endpoints when intervals disjoint.
ST1561,constructed_complete_adaptive_continuous_KL_cover,AdaptiveCover,All boxes accepted above target lower.
ST1562,proven_candidate_continuous_worst_case_value_at_least_0_05,ContinuousCandidateLower,Outward q intervals and analytic KL rectangle minima.
ST1563,constructed_two_point_dual_nuisance_measure,DualSupportPoints,Any allocation's worst case is below its dual average.
ST1564,proven_continuous_minimax_upper_bound,DualUpperBound,Fixed dual distribution.
ST1565,proven_continuous_minimax_value_bracket,ContinuousValueBracket,Declared metric/model.
ST1566,exact_continuous_optimizing_weights_and_active_parameters_remain_open,ExactWeightsBoundary,Value near-optimality only.
ST1567,heldout_finer_grid_is_consistent_with_value_bracket,HeldOutGrid,Redundant numerical check.
ST1568,constructed_integer_near_minimax_candidate,IntegerDesign,Not certified optimal integer design.
ST1569,continuous_KL_bracket_does_not_replace_four_time_RSS_or_model_library_robustness,FourTimeDefaultBoundary,Endpoint face may be fragile.
ST1570,continuous_value_problem_closed_to_narrow_bracket_exact_optimizer_open,RoundTwo_Verdict,Status.
ST1571,recommended_ST1572_ST1586,RoundTwo_Recommendation,Construct an exact continuous-prior e-process theorem and executable positive quadrature mixture.
