program,status,object,boundary
ST3777,Proven,FiniteAsymptoticDimension,C12 alone d_s=0 asymptotically.
ST3778,Conditional,LocalBaseDs,Local 1D base d_s=1.
ST3779,Conditional,FractionalBaseDs,Fractional base d_s=2.5.
ST3780,Rejected,SignedNoDs,Signed negative operator.
ST3781,Conditional,CantorFiberFamily,"d_s,f=2ln2/ln2rho."
ST3782,Proven,ProductLocal,Total=1+d_f.
ST3783,Proven,ProductFractional,Total=2.5+d_f.
ST3784,Conditional,TargetFourLocal,Need d_f=3.
ST3785,Conditional,TargetFourFractional,Need d_f=1.5.
ST3786,Proven,MultipleRho,Different rho realize both.
ST3787,No-go,RelativeScale,Gamma remains.
ST3788,Boundary,Crossover,Finite windows mimic plateaus.
ST3789,No-go,NoUniqueDimension,Continuation fork propagates to dimension fork.
ST3790,Round verdict,RoundEightVerdict,No strict four-dimensional prediction.
ST3791,Recommendation,RoundEightRecommendation,Operational discrimination.
