program,status,object,boundary
ST7482,Declared,path_space_path_verdict_Objective,Hundred-round FDT audit.
ST7483,Audited,path_space_path_verdict_PriorEvidence,Hundred-round FDT audit.
ST7484,Constructed,path_space_path_verdict_TypedObject,Hundred-round FDT audit.
ST7485,Proven or scoped,path_space_path_verdict_Theorem,Hundred-round FDT audit.
ST7486,Recorded,path_space_path_verdict_Derivation,Hundred-round FDT audit.
ST7487,Retained,path_space_path_verdict_PositiveContent,Hundred-round FDT audit.
ST7488,Identified,path_space_path_verdict_FreeParameter,Hundred-round FDT audit.
ST7489,Constructed,path_space_path_verdict_Counterexample,Hundred-round FDT audit.
ST7490,Completed,path_space_path_verdict_SymmetryAudit,Hundred-round FDT audit.
ST7491,Completed,path_space_path_verdict_FDTTest,Hundred-round FDT audit.
ST7492,Classified,path_space_path_verdict_StrictStatus,Hundred-round FDT audit.
ST7493,Not established,path_space_path_verdict_PhysicalStatus,Hundred-round FDT audit.
ST7494,Installed,path_space_path_verdict_FalsificationRule,Hundred-round FDT audit.
ST7495,Round verdict,path_space_path_verdict_RoundVerdict,Hundred-round FDT audit.
ST7496,Recommendation,path_space_path_verdict_NextDependency,Hundred-round FDT audit.
