program,status,object,boundary
ST4197,Proven,FixLeadingC,
ST4198,Proven,TailAtom7,
ST4199,Proven,TailAtom8,
ST4200,Proven,SameDeltaC,
ST4201,Proven,DifferentFourthMoment,
ST4202,Proven,K4DispersionTerm,
ST4203,Proven,SubleadingDifference,
ST4204,Proven,SameWaveSpeed,
ST4205,Proven,DifferentHighK,
ST4206,Proven,FiniteMomentHierarchy,
ST4207,Proven,AllMomentsNeedTail,
ST4208,Proven,LeadingPhysicsInsufficient,
ST4209,No-go,SpeedDoesNotSelectTail,
ST4210,Round verdict,RoundVerdict,
ST4211,Recommendation,Next,
