program,status,object,boundary
ST5097,Classified,noncompact_measure_Objective,Declared scope.
ST5098,Audited,noncompact_measure_Input,Prior strict/legacy packets.
ST5099,Constructed,noncompact_measure,Mathematical type separated.
ST5100,Proven or inherited,noncompact_measure_CoreStatement,Within declared class.
ST5101,Recorded,noncompact_measure_ProofMechanism,Finite theorem/counterexample/functorial argument.
ST5102,Retained,noncompact_measure_PositiveContent,No overpromotion.
ST5103,Retained,noncompact_measure_Counterexample,Alternative representative or symmetry orbit.
ST5104,Passed boundary,noncompact_measure_SymmetryTest,Invariant data do not select free orbit member.
ST5105,Proven boundary,noncompact_measure_RemovalTest,Removing extra structure restores ambiguity.
ST5106,Classified,noncompact_measure_StrictStatus,Only fiber-invariant content is strict.
ST5107,Not established,noncompact_measure_PhysicalStatus,Units/OA/evidence checked separately.
ST5108,Separated,noncompact_measure_LegacyStatus,No silent role transfer.
ST5109,Installed,noncompact_measure_FalsificationRule,Reject claim if it varies in the declared fiber.
ST5110,Round verdict,noncompact_measure_RoundVerdict,Adaptive output.
ST5111,Recommendation,noncompact_measure_NextDependency,Next theme follows from this boundary.
