program,status,object,boundary
ST567,proven_finite_range_linear_dispersion_limit,FiniteRange_Refinement_Dispersion_Limit,The paired finite-range continuation is an added refinement model; continuous-time lattice propagation still has analytic tails rather than an exact cone.
ST568,strong_fractional_long_range_dispersion_evidence,Positive_LongRange_Fractional_Dispersion,The positive envelope is not the signed strict kernel; a theorem requires Tauberian upper/lower bounds. The observed exponent is incompatible with relativistic linear wave dispersion.
ST569,proven_finite_counterexample_to_naive_signed_strict_refinement,Signed_Oscillatory_Refinement_Positivity_NoGo,A finite counterexample rejects this naive refinement as a universal positive generator; it does not exclude a different completion map or signed/Krein model.
ST570,proven_layer_speed_covariance_condition_and_refinement_dependence,Layer_Covariant_Physical_Speed_Condition,The condition is exact; FIN has not selected a refinement or dimensional anchor and therefore has not derived physical c.
ST571,computed_finite_range_LR_velocity_proxy,FiniteRange_LiebRobinson_Velocity_Proxy,"The proxy is a declared exponential-moment bound candidate, not a fully proved many-body Lieb--Robinson constant or Lorentz cone."
ST572,proven_refinement_spectrum_speed_coordinate_distinction,Exact_Refinement_WaveSpeed_Scaling,The factor two belongs to the declared Fourier labeling; alternative physical embeddings must state their coordinate map explicitly.
ST573,strong_short_time_far_tail_order_replay,ShortTime_CausalTail_Operational_Audit,Floating power fits illustrate the analytic leading orders; the nonzero opposite coupling already proves absence of an exact finite cone.
ST574,two_level_interval_certificate_prepared_not_closed,TwoLevel_Interval_Certificate_Preparation,The prior exhaustive patterns remain numerical until all scalar intervals and endpoint regions are outward certified.
ST575,bounded_stop_no_reflection_quotient_cover,ReflectionQuotient_Cover_Stop,"This is a method/resource stop, not evidence for another orbit or against candidate globality."
ST576,exact_modular_sparse_combination_search,Stage1_Modular_Sparse_Circuit_Search,Small modular support under one prime may be a bad-prime artifact and is not a rational relation without multi-prime alignment and exact polynomial verification.
ST577,stage1_characteristic_zero_lane_method_gated,Stage1_CharacteristicZero_Method_Gate,Failure of current methods is not nonexistence of 38 rational relations.
ST578,proven_conditional_three_channel_noise_scaling,ThreeChannel_Likelihood_Robustness,The response likelihood remains synthetic; no photon/count detector model is supplied.
ST579,strong_log_chart_IR_conditioning_audit,LogChart_IR_Conditioning_Audit,Numerical log-chart continuation is not an interval Krawczyk chain; it only selects the next analytic chart to implement.
ST580,blocked_no_physical_speed_cone_or_source_closure,Speed_Source_Selector_Admission_Gate,"No bridge/role transfer, SM/GR, L_total, laboratory, or ToE closure follows."
ST581,blocked_no_independent_empirical_evidence,Independent_Evidence_Gate,Round two is local analytic/computational work.
