program,status,object,boundary
ST5142,Classified,variational_section_Objective,Declared scope.
ST5143,Audited,variational_section_Input,Prior strict/legacy packets.
ST5144,Constructed,variational_section,Mathematical type separated.
ST5145,Proven or inherited,variational_section_CoreStatement,Within declared class.
ST5146,Recorded,variational_section_ProofMechanism,Finite theorem/counterexample/functorial argument.
ST5147,Retained,variational_section_PositiveContent,No overpromotion.
ST5148,Retained,variational_section_Counterexample,Alternative representative or symmetry orbit.
ST5149,Passed boundary,variational_section_SymmetryTest,Invariant data do not select free orbit member.
ST5150,Proven boundary,variational_section_RemovalTest,Removing extra structure restores ambiguity.
ST5151,Classified,variational_section_StrictStatus,Only fiber-invariant content is strict.
ST5152,Not established,variational_section_PhysicalStatus,Units/OA/evidence checked separately.
ST5153,Separated,variational_section_LegacyStatus,No silent role transfer.
ST5154,Installed,variational_section_FalsificationRule,Reject claim if it varies in the declared fiber.
ST5155,Round verdict,variational_section_RoundVerdict,Adaptive output.
ST5156,Recommendation,variational_section_NextDependency,Next theme follows from this boundary.
