program,status,object,boundary
ST8157,Declared,operational_tests_current_record_Objective,Hundred-round FDT audit.
ST8158,Audited,operational_tests_current_record_PriorEvidence,Hundred-round FDT audit.
ST8159,Constructed,operational_tests_current_record_TypedObject,Hundred-round FDT audit.
ST8160,Proven or scoped,operational_tests_current_record_Theorem,Hundred-round FDT audit.
ST8161,Recorded,operational_tests_current_record_Derivation,Hundred-round FDT audit.
ST8162,Retained,operational_tests_current_record_PositiveContent,Hundred-round FDT audit.
ST8163,Identified,operational_tests_current_record_FreeParameter,Hundred-round FDT audit.
ST8164,Constructed,operational_tests_current_record_Counterexample,Hundred-round FDT audit.
ST8165,Completed,operational_tests_current_record_SymmetryAudit,Hundred-round FDT audit.
ST8166,Completed,operational_tests_current_record_FDTTest,Hundred-round FDT audit.
ST8167,Classified,operational_tests_current_record_StrictStatus,Hundred-round FDT audit.
ST8168,Not established,operational_tests_current_record_PhysicalStatus,Hundred-round FDT audit.
ST8169,Installed,operational_tests_current_record_FalsificationRule,Hundred-round FDT audit.
ST8170,Round verdict,operational_tests_current_record_RoundVerdict,Hundred-round FDT audit.
ST8171,Recommendation,operational_tests_current_record_NextDependency,Hundred-round FDT audit.
