program,status,object,boundary
ST2217,Constructed,BinaryFiberSynergyFamily,Abstract binary refinement fiber; not asserted as an already exported FIN state law.
ST2218,Proven,ProbabilityPositivity,Exact for every |epsilon|<=1.
ST2219,Proven,OnePointMomentEquality,Character orthogonality on the cube.
ST2220,Proven,TwoPointMomentEquality,Every two-variable marginal is uniform and every pair moment is zero.
ST2221,Proven,ThirdMomentSeparation,Direct exact summation gives E[x1 x2 x3]=epsilon.
ST2222,Proven,ContinuumPairIndistinguishability,A continuum of probability laws has identical complete one/two-point records.
ST2223,Proven impossibility,PairReconstructionNoGo,No deterministic function of the complete one/two-point record can equal epsilon for all family members.
ST2224,Proven,EntropySynergy,"All pair entropies are two bits while full entropy detects |epsilon|, not its sign."
ST2225,Proven,MarginalizationErasure,Tracing out any one of the three fine variables returns the same uniform pair state.
ST2226,Proven,CoassociativeErasure,Finite marginalization is associative; changing the order does not restore erased synergy.
ST2227,Conditional construction,RefinementEmbedding,Three binary fiber labels on a refined triangle realize the exact family.
ST2228,Proven nonuniqueness,RefinementLiftNonuniqueness,"A fixed coarse/pair record admits every epsilon in [-1,1]; refinement intertwining alone cannot choose a lift."
ST2229,Conditional implication,InternalLayerObserverBoundary,An observer restricted to pair/coarse instruments is exactly blind to fine third-order synergy.
ST2230,Round verdict,RoundFourVerdict,Irreducible ternary information is mathematically independent of all one/two-point data and can be erased by refinement coarse-graining.
ST2231,Recommendation,RoundFourRecommendation,"Test the strongest remaining positive construction: use strict loop products as a target-free flag-complex Hodge measure, then attack uniqueness."
