program,status,object,boundary
ST1752,constructed_literal_flat_scalar_vector_source_action_from_displayed_terms,LiteralFlatAction,Suppresses spin/gravity derivatives only for sign/source audit.
ST1753,proven_literal_scalar_Euler_row,ScalarVariation,Using equation-sheet EL convention.
ST1754,proven_compact_draft_Yukawa_source_sign_disagrees_with_literal_variation,YukawaSignDefect,L contains -y phi psibarpsi but displayed compact EOM contains -y psibarpsi.
ST1755,proven_literal_vector_interaction_variation_matches_masslike_term_up_to_Maxwell_overall_convention,GaugeVariation,Multiply full Maxwell equation by -1.
ST1756,proven_fermion_variation_gives_Dirac_minus_yphi_operator,FermionVariation,Displayed fermion row locally consistent.
ST1757,proven_compact_Ltotal_adds_scalar_Lagrangians_to_gravity_density_before_covariant_repair,DensityTypeMismatch,sqrt(-g) typing inconsistent in compact sum.
ST1758,proven_A2phi2_seagull_alone_is_not_local_gauge_invariant,GaugeInvarianceNoGo,Off-shell infinitesimal variation nonzero.
ST1759,constructed_minimal_complex_charged_scalar_repair,ChargedScalarRepairExpansion,Adds more than the existing term.
ST1760,proven_gauge_repair_ties_seagull_and_derivative_current_to_same_charge,GaugeCoefficientConstraint,Current draft has independent g_eff and no required derivative current.
ST1761,constructed_Proca_interpretation_fork,ProcaFork,Consistent effective vector option but abandons gauge/BRST claim.
ST1762,proven_claimed_covariant_EOM_extras_require_explicit_additional_action_terms,CovariantExtraActionRequirements,Cannot arise from coefficient renaming.
ST1763,proven_quartic_and_cubic_normalizations_differ_between_scaffold_and_sector_rows_without_exported_map,PotentialNormalizationMismatch,-lambda phi^4/4 yields lambda phi^3; lambda4/3! corresponds lambda4 phi^4/4!.
ST1764,proven_no_single_literal_displayed_action_generates_all_current_covariant_rows,SingleActionCoverage,Term-source/sign audit.
ST1765,round_three_falsifies_full_Ltotal_claim_but_preserves_reduced_termwise_models_as_separate_actions,RoundThree_Verdict,Reduced recomposition zero is internally valid.
ST1766,recommended_ST1767_ST1781,RoundThree_Recommendation,"Falsify the moment-to-coupling map: reference dependence, rank and predictive content."
