program,status,object,boundary
ST3267,Proven,FiberSwapMeasure,Swap-invariant product measure is Bernoulli half at each branch.
ST3268,Proven,CylinderMass,Depth n cylinder mass 2^-n.
ST3269,Conditional uniqueness,MeasureUniqueness,Requires independent identical branching.
ST3270,Proven,BallCylinder,Radius r^-n ball is prefix cylinder.
ST3271,Proven,LocalDimension,log mass/log radius.
ST3272,Proven,HausdorffDimension,D_H=log2/log r.
ST3273,Computed,R2Case,r=2.
ST3274,Computed,Sqrt2Case,r=sqrt2.
ST3275,Computed,EtaDimensionCase,r=2^(1/1.8).
ST3276,No-go,DimensionModulus,Any positive D selected by choosing r.
ST3277,Proven,MeasureMetricSplit,Uniform measure does not select metric.
ST3278,Proven,EntropyPrefix,Observed prefix n carries n bits under uniform law.
ST3279,Boundary,InfiniteEntropyBoundary,Infinite independent sequence has unbounded prefix entropy.
ST3280,No-go,CompressionBoundary,Self-similarity alone does not store an arbitrary universe in finite bits.
ST3281,Recommendation,RoundTwoRecommendation,Layered observer/product carrier.
