program,status,object,boundary
ST4947,Classified,master_fibration_Objective,Declared scope.
ST4948,Audited,master_fibration_Input,Prior strict/legacy packets.
ST4949,Constructed,master_fibration,Mathematical type separated.
ST4950,Proven or inherited,master_fibration_CoreStatement,Within declared class.
ST4951,Recorded,master_fibration_ProofMechanism,Finite theorem/counterexample/functorial argument.
ST4952,Retained,master_fibration_PositiveContent,No overpromotion.
ST4953,Retained,master_fibration_Counterexample,Alternative representative or symmetry orbit.
ST4954,Passed boundary,master_fibration_SymmetryTest,Invariant data do not select free orbit member.
ST4955,Proven boundary,master_fibration_RemovalTest,Removing extra structure restores ambiguity.
ST4956,Classified,master_fibration_StrictStatus,Only fiber-invariant content is strict.
ST4957,Not established,master_fibration_PhysicalStatus,Units/OA/evidence checked separately.
ST4958,Separated,master_fibration_LegacyStatus,No silent role transfer.
ST4959,Installed,master_fibration_FalsificationRule,Reject claim if it varies in the declared fiber.
ST4960,Round verdict,master_fibration_RoundVerdict,Adaptive output.
ST4961,Recommendation,master_fibration_NextDependency,Next theme follows from this boundary.
