program,status,object,boundary
ST3597,Proven,KroneckerHeatProduct,L=L_base tensor I+I tensor L_fiber.
ST3598,Proven,TraceFactorization,Tr exp(-tL)=product traces.
ST3599,Proven,DimensionAddition,"d_s,total=d_s,base+d_s,fiber under asymptotics."
ST3600,Conditional,BaseLongRangeDs,Long-range base.
ST3601,Conditional,FiberEtaClosureDs,Fiber d_s=eta.
ST3602,Computed,Total43,Total.
ST3603,Axiom,TargetFour,Demand total spectral dimension4.
ST3604,Computed,RequiredFiberDs,Fiber must be1.5.
ST3605,Computed,RequiredRho,rho=2^(2/ds-1).
ST3606,Conditional,AlternativeFiniteRangeBase,Finite-range 1D base d_s=1.
ST3607,Computed,RequiredFiberDs3,Fiber must be3.
ST3608,Computed,RequiredRho3,rho.
ST3609,No-go,TargetImportBoundary,Four is an external target until spacetime derived.
ST3610,Round verdict,RoundSixVerdict,Dimension four can be engineered through multiple decompositions.
ST3611,Recommendation,RoundSixRecommendation,Crossover/relative-scale audit.
