program,status,object,boundary
ST3192,Classified,MetricTransport,Numeric fine-cycle distance.
ST3193,Classified,WeightTransport,Operator conductance attached to product edge.
ST3194,Proven,TwoNotions,They are independent data in product refinement.
ST3195,Proven,InheritedConductance,w_fine(horizontal d)=w_coarse(d).
ST3196,Alternative,ResampledConductance,w_fine(2d)=K(2d).
ST3197,Proven,EqualityCondition,Both agree only if K(2d)=K(d) on required d.
ST3198,Computed,StrictFailure,Strict kernel violates equality.
ST3199,Proven,EnergyIntertwining,"Inheritance, not resampling, gives exact coarse energy."
ST3200,No-go,DistanceCovariance,Metric coordinate covariance alone cannot replace intertwining.
ST3201,Boundary,HodgeBoundary,DEC measure transport remains separate.
ST3202,No-go,PhysicalLengthBoundary,Neither numeric label distance has metres.
ST3203,No-go,ScaleOrigin,No canonical a.
ST3204,Fail,TransportGate,No layer-distance kernel law.
ST3205,Round verdict,RoundThreeVerdict,"Exact refinement transports weights functorially, not by evaluating K at doubled labels."
ST3206,Recommendation,RoundThreeRecommendation,Parity-subspace no-go.
