program,status,object,boundary
ST7872,Declared,fin_application_dual_A_channels_Objective,Hundred-round FDT audit.
ST7873,Audited,fin_application_dual_A_channels_PriorEvidence,Hundred-round FDT audit.
ST7874,Constructed,fin_application_dual_A_channels_TypedObject,Hundred-round FDT audit.
ST7875,Proven or scoped,fin_application_dual_A_channels_Theorem,Hundred-round FDT audit.
ST7876,Recorded,fin_application_dual_A_channels_Derivation,Hundred-round FDT audit.
ST7877,Retained,fin_application_dual_A_channels_PositiveContent,Hundred-round FDT audit.
ST7878,Identified,fin_application_dual_A_channels_FreeParameter,Hundred-round FDT audit.
ST7879,Constructed,fin_application_dual_A_channels_Counterexample,Hundred-round FDT audit.
ST7880,Completed,fin_application_dual_A_channels_SymmetryAudit,Hundred-round FDT audit.
ST7881,Completed,fin_application_dual_A_channels_FDTTest,Hundred-round FDT audit.
ST7882,Classified,fin_application_dual_A_channels_StrictStatus,Hundred-round FDT audit.
ST7883,Not established,fin_application_dual_A_channels_PhysicalStatus,Hundred-round FDT audit.
ST7884,Installed,fin_application_dual_A_channels_FalsificationRule,Hundred-round FDT audit.
ST7885,Round verdict,fin_application_dual_A_channels_RoundVerdict,Hundred-round FDT audit.
ST7886,Recommendation,fin_application_dual_A_channels_NextDependency,Hundred-round FDT audit.
