program,status,object,boundary
ST3912,Proven,CoefficientLowerBound,C>=C0.
ST3913,Proven,Attainment,Equality iff zero tail.
ST3914,Proven,ArbitraryTargetC,For any Cstar>=C0.
ST3915,Constructed,SingleAtomWitness,t7=(Cstar-C0)/49.
ST3916,Theorem,CoefficientRange,"Exact range [C0,infinity)."
ST3917,Defined,SpeedDefinition,c_hat=sqrt(C).
ST3918,Computed,SpeedLowerBound,c>=sqrtC0.
ST3919,Theorem,SpeedRange,"[sqrtC0,infinity)."
ST3920,Proven,NoUpperBound,One distant/sufficient atom.
ST3921,Proven,SameDimension,All have base spectral dimension1.
ST3922,Proven,DifferentDynamics,Wave speeds arbitrary above bound.
ST3923,No-go,StrictPredictionNoGo,Finite strict data give lower bound only.
ST3924,Proven,RayStructure,One-dimensional coefficient image of infinite cone.
ST3925,Round verdict,RoundTwoVerdict,"Locality fixes exponent, not propagation coefficient."
ST3926,Recommendation,RoundTwoRecommendation,Tail-mass constraints.
