program,status,object,boundary
ST4122,Proven,ExponentialFamily,
ST4123,Proven,AmplitudeA,
ST4124,Proven,DecayRateA,
ST4125,Proven,ExactPatch,
ST4126,Proven,Positive,
ST4127,Proven,LocalQuadratic,
ST4128,Proven,AnalyticSymbol,
ST4129,Proven,ContinuumCoefficients,
ST4130,Proven,TwoParameterFreedom,
ST4131,No-go,SmoothnessInsufficient,
ST4132,Proven,FitNeedsTailData,
ST4133,Proven,BayesianPrior,
ST4134,Boundary,PosteriorNotSource,
ST4135,Round verdict,RoundVerdict,
ST4136,Recommendation,Next,
