program,status,object,boundary
ST2082,constructed_oriented_vertex_edge_triangle_D12_representations,OrientedSimplexRepresentations,Full simplex cochains.
ST2083,proven_exact_oriented_character_table_by_fixed_simplex_sign_census,D12CharacterTable,24 group elements.
ST2084,proven_cochain_dimensions_C0_C1_C2,CochainDimensions,Combinatorial.
ST2085,proven_equivariant_Hom_C1_C2_dimension615,UnconstrainedEquivariantHom,Character inner product.
ST2086,proven_gradient_image_representation_is_C0_minus_trivial,GradientImageCharacter,Connected complete graph.
ST2087,constructed_edge_mod_gradient_character,CycleQuotientCharacter,Cycle/coexact quotient dimension55.
ST2088,proven_D12_equivariant_maps_d1_with_d1d0_zero_form_517_dimensional_space,ChainConstrainedHomDimension,Maschke splitting/character inner product.
ST2089,proven_standard_simplicial_coboundary_is_one_nonzero_equivariant_chain_map,StandardCoboundaryWitness,Existence witness.
ST2090,proven_character_inner_products_are_integers_and_dimension_check_passes,CharacterIntegrality,Exact arithmetic.
ST2091,proven_equivariance_and_chain_condition_are_radically_nonunique,LargeModuliNoGo,517 versus desired one-dimensional ray.
ST2092,proven_oriented_reflection_signs_materially_change_character_and_must_not_be_ignored,ReflectionSignImportance,Unoriented permutation census would be wrong calculus.
ST2093,classification_is_for_full_triangle_space_not_one_of_4096_face_subsets,FullSimplexScope,Scope.
ST2094,face_subset_choice_can_only_change_reduce_or_reorganize_moduli_not_restore_unconditional_uniqueness,FaceSubsetBoundary,Must be audited separately.
ST2095,round_one_falsifies_D12_equivariance_plus_d1d0_zero_as_unique_second_differential_selector,RoundOne_Verdict,Exact no-go.
ST2096,recommended_ST2097_ST2111,RoundOne_Recommendation,Add triangle-boundary locality and integral incidence structure.
