program,status,object,boundary
ST4407,Proven,K7Datum,
ST4408,Proven,KernelAfterK7,
ST4409,Proven,K8Datum,
ST4410,Proven,Induction,
ST4411,Proven,AnyFiniteRecord,
ST4412,Proven,AsymptoticTail,
ST4413,Proven,CompactSupportClass,
ST4414,Proven,PowerLawClass,
ST4415,Proven,ExponentialClass,
ST4416,Proven,ClassAxiom,
ST4417,Proven,IdentifiabilityWithinClass,
ST4418,Proven,ClassSelectionOutsideData,
ST4419,Proven,FiniteToInfiniteNoGo,
ST4420,Round verdict,RoundVerdict,
ST4421,Recommendation,Next,
