program,status,object,boundary
ST2037,constructed_single_product_square_quadratic_energy,SquareToyEnergy,"a coarse average, r horizontal relative mode, s vertical-edge difference."
ST2038,constructed_fixed_coarse_average_constraint_a0_equals_a_plus_r_a1_equals_a_minus_r,CoarseConstraint,Fiber-swap horizontal weights assumed.
ST2039,proven_exact_relative_and_vertical_minimizer_is_flat,ExactMinimizer,"All k,mu>0."
ST2040,proven_minimized_coarse_energy_is_k_a2_over2_independent_of_mu,SchurEnergyIndependence,Exact Schur/minimal extension.
ST2041,proven_vertical_square_weight_cannot_be_identified_from_any_coarse_minimal_energy_measurement_in_toy_sector,VerticalWeightUnidentifiability,Flat kernel direction.
ST2042,proven_network_product_has_global_flat_extension_with_identical_layer_connection_and_zero_fiber_potential,NetworkFlatExtension,Every square curvature zero.
ST2043,proven_common_vertical_potential_shift_is_gauge_zero_mode,GaugeZeroMode,Gauge fixing needed but does not alter mu invisibility.
ST2044,asymmetric_horizontal_copy_weights_can_make_mu_enter_reduced_energy_but_break_fiber_swap_and_prior_energy_classification,AsymmetricHorizontalBoundary,Not admissible repair under current axioms.
ST2045,proven_Gaussian_fluctuation_determinant_depends_on_mu_even_when_classical_coarse_minimum_does_not,QuantumDeterminantDependence,Quantum/thermal measure could probe vertical weights.
ST2046,quantum_determinant_selection_requires_path_integral_measure_regularization_temperature_or_hbar_and_counterterms,RenormalizationPremise,New conditional structure.
ST2047,proven_fine_square_holonomy_or_relative_mode_observable_is_required_to_measure_mu_classically,FineObservableRequirement,OA fine instrument.
ST2048,proven_coarse_energy_and_Schur_consistency_cannot_select_vertical_face_weights,CoarseDataNoGo,General flat-extension no-go.
ST2049,classified_energy_compatible_Schur_family_as_same_coarse_form_times_arbitrary_positive_vertical_Hodge_block,SchurClassification,Block-diagonal on coarse/vertical decomposition.
ST2050,round_four_falsifies_minimal_extension_or_Schur_complement_as_vertical_measure_selector,RoundFour_Verdict,Fine/quantum data needed.
ST2051,recommended_ST2052_ST2066,RoundFour_Recommendation,Test monoidal tensor-Hodge repair and differential-calculus ambiguity.
