program,status,object,boundary
ST4902,Classified,prism_q_Objective,Declared scope.
ST4903,Audited,prism_q_Input,Prior strict/legacy packets.
ST4904,Constructed,prism_q,Mathematical type separated.
ST4905,Proven or inherited,prism_q_CoreStatement,Within declared class.
ST4906,Recorded,prism_q_ProofMechanism,Finite theorem/counterexample/functorial argument.
ST4907,Retained,prism_q_PositiveContent,No overpromotion.
ST4908,Retained,prism_q_Counterexample,Alternative representative or symmetry orbit.
ST4909,Passed boundary,prism_q_SymmetryTest,Invariant data do not select free orbit member.
ST4910,Proven boundary,prism_q_RemovalTest,Removing extra structure restores ambiguity.
ST4911,Classified,prism_q_StrictStatus,Only fiber-invariant content is strict.
ST4912,Not established,prism_q_PhysicalStatus,Units/OA/evidence checked separately.
ST4913,Separated,prism_q_LegacyStatus,No silent role transfer.
ST4914,Installed,prism_q_FalsificationRule,Reject claim if it varies in the declared fiber.
ST4915,Round verdict,prism_q_RoundVerdict,Adaptive output.
ST4916,Recommendation,prism_q_NextDependency,Next theme follows from this boundary.
