program,status,object,boundary
ST4227,Proven,ConductancePositivity,
ST4228,Proven,FiniteSecondMoment,
ST4229,Proven,ExponentialMoment,
ST4230,Proven,HeatLocalScaling,
ST4231,Proven,WaveFiniteSpeedProxy,
ST4232,Proven,ExactFinitePropagationNo,
ST4233,Proven,ConeBoundsConditional,
ST4234,Proven,LongRangeImmediateTails,
ST4235,Proven,CausalMetricNeeded,
ST4236,Proven,LiebRobinsonVelocity,
ST4237,Proven,VelocityDependsTail,
ST4238,Proven,LocalityClassNotLaw,
ST4239,No-go,CausalityNoSelector,
ST4240,Round verdict,RoundVerdict,
ST4241,Recommendation,Next,
