program,status,object,boundary
ST6612,Declared,falsification_minimality_counterexample_family_Objective,Fifty-round master audit.
ST6613,Audited,falsification_minimality_counterexample_family_EvidenceIntake,Fifty-round master audit.
ST6614,Constructed,falsification_minimality_counterexample_family_TypedCandidate,Fifty-round master audit.
ST6615,Proven or scoped,falsification_minimality_counterexample_family_Theorem,Fifty-round master audit.
ST6616,Recorded,falsification_minimality_counterexample_family_ProofIdea,Fifty-round master audit.
ST6617,Retained,falsification_minimality_counterexample_family_PositiveResult,Fifty-round master audit.
ST6618,Constructed,falsification_minimality_counterexample_family_Counterexample,Fifty-round master audit.
ST6619,Completed,falsification_minimality_counterexample_family_SymmetryAudit,Fifty-round master audit.
ST6620,Completed,falsification_minimality_counterexample_family_VariationalAudit,Fifty-round master audit.
ST6621,Completed,falsification_minimality_counterexample_family_ProbabilityAudit,Fifty-round master audit.
ST6622,Completed,falsification_minimality_counterexample_family_DynamicAudit,Fifty-round master audit.
ST6623,Classified,falsification_minimality_counterexample_family_StrictBoundary,Fifty-round master audit.
ST6624,Not established,falsification_minimality_counterexample_family_PhysicalBoundary,Fifty-round master audit.
ST6625,Round verdict,falsification_minimality_counterexample_family_RoundVerdict,Fifty-round master audit.
ST6626,Recommendation,falsification_minimality_counterexample_family_NextDependency,Fifty-round master audit.
